Plurals              Percentages 
ventures             17.3913043478 
leaves               36.6666666667 
museums              38.4615384615 
analysts             41.6666666667 
amulets              50.0 
hangars              50.0 
changes              31.7679558011 
prints               35.7142857143 
touchdowns           14.2857142857 
feelings             25.8620689655 
sorrows              18.1818181818 
Corrections          25.0 
meats                20.3703703704 
forums               12.5 
swings               12.0 
Laotians             20.0 
discrepancies        26.6666666667 
Houses               0.49504950495 
asses                25.0 
raids                33.3333333333 
Albanians            50.0 
tenors               14.2857142857 
poultices            40.0 
Legers               33.3333333333 
breaths              1.92307692308 
casualties           50.0 
Crows                33.3333333333 
deficiencies         47.619047619 
Baptists             28.5714285714 
gadgets              63.6363636364 
sneers               33.3333333333 
frescos              22.2222222222 
intruders            50.0 
buns                 88.8888888889 
writers              48.9208633094 
accusations          50.0 
eyeballs             33.3333333333 
Flemings             33.3333333333 
mouths               7.20720720721 
swallows             18.1818181818 
campgrounds          50.0 
mouthpieces          12.5 
lances               40.0 
Japanese             16.0 
hypotheses           10.5263157895 
Greetings            16.6666666667 
oysters              57.1428571429 
synonyms             50.0 
half-brothers        50.0 
reformers            40.0 
quarterbacks         20.0 
fittings             5.55555555556 
polities             50.0 
expectations         59.2592592593 
exhibits             30.7692307692 
whips                5.0 
blots                30.0 
diseases             23.5294117647 
bouts                37.5 
revelations          21.4285714286 
parliaments          20.0 
shadows              40.8163265306 
superintendents      7.14285714286 
anesthetics          50.0 
potatoes             50.0 
geldings             20.0 
septa                85.7142857143 
ghosts               35.7142857143 
revisions            52.9411764706 
Styles               1.0 
counselors           42.8571428571 
reappraisals         33.3333333333 
washes               13.8888888889 
scopes               3.7037037037 
chisels              20.0 
splashes             20.0 
Studies              1.63265306122 
pubs                 50.0 
pulpits              20.0 
sods                 25.0 
Insects              6.66666666667 
grasses              1.88679245283 
days                 37.0443349754 
priorities           21.7391304348 
Funds                8.88888888889 
corrections          25.0 
appeals              16.9014084507 
attractions          37.5 
bandages             42.8571428571 
antiques             20.0 
heights              25.5319148936 
gowns                11.1111111111 
curtains             42.1052631579 
Joneses              1.42857142857 
brushes              14.0 
postcards            12.5 
lathes               50.0 
bulletins            27.2727272727 
roles                24.0875912409 
immigrants           71.4285714286 
cowhands             20.0 
headlands            50.0 
classes              31.5352697095 
peacocks             60.0 
genders              33.3333333333 
bards                40.0 
screws               33.3333333333 
Chases               13.3333333333 
Asians               10.0 
scriptures           80.0 
localities           44.4444444444 
rodents              50.0 
cigars               16.6666666667 
rides                10.7142857143 
glands               40.0 
Grasslands           50.0 
Reports              2.38095238095 
complexes            6.25 
glimpses             21.0526315789 
mannerisms           33.3333333333 
explosives           15.0 
lb.                  83.3333333333 
peers                43.75 
erasers              33.3333333333 
treats               5.0 
inaccuracies         33.3333333333 
rupees               66.6666666667 
romantics            13.8888888889 
currants             50.0 
reductions           8.88888888889 
labels               9.52380952381 
confabulations       25.0 
colors               24.4565217391 
solutions            33.3333333333 
polemics             50.0 
sags                 20.0 
peasants             61.1111111111 
situations           20.6477732794 
delays               8.33333333333 
boies                0.420168067227 
Records              1.42857142857 
novelists            21.0526315789 
airstrips            33.3333333333 
knocks               5.88235294118 
fabrics              62.5 
beads                75.0 
countries            32.2440087146 
authorizations       75.0 
shots                20.5673758865 
celluloses           9.09090909091 
adapters             66.6666666667 
ailments             60.0 
mergers              20.0 
riches               2.63157894737 
alkalis              33.3333333333 
Dodgers              83.3333333333 
pocketbooks          25.0 
bargains             20.0 
rims                 20.0 
nightmares           10.0 
rhythms              34.375 
extracts             30.0 
players              35.1351351351 
chandeliers          25.0 
games                29.8850574713 
faces                13.1818181818 
hypocrites           50.0 
compilations         16.6666666667 
lenses               29.4117647059 
confidences          1.78571428571 
agitators            50.0 
towels               64.7058823529 
evidences            1.92307692308 
banisters            28.5714285714 
warehouses           50.0 
sororities           50.0 
universals           2.43902439024 
bees                 60.0 
captives             28.5714285714 
containers           28.5714285714 
anchors              11.7647058824 
drugs                57.4468085106 
enterprises          31.1111111111 
deliberations        77.7777777778 
dissatisfactions     10.0 
deeps                0.980392156863 
censors              50.0 
teachers             45.0704225352 
natives              19.298245614 
accessories          87.5 
expenses             48.4536082474 
experts              53.8461538462 
ramifications        75.0 
advances             21.6216216216 
Remarks              2.5641025641 
Clumps               33.3333333333 
inventors            30.0 
Schweitzers          10.0 
Lebanese             50.0 
peaks                33.3333333333 
lusts                20.0 
Spectra              22.2222222222 
characters           23.5294117647 
workings             3.87096774194 
censures             40.0 
savings              42.5 
alarms               5.88235294118 
hearts               10.9375 
leagues              25.8064516129 
Lots                 2.29007633588 
grades               39.6551724138 
thumbs               23.0769230769 
Methodists           16.6666666667 
Churches             0.446428571429 
Georgians            25.0 
vices                16.1290322581 
Protestants          23.3333333333 
dissenters           50.0 
collars              5.55555555556 
niggers              20.0 
extrapolations       20.0 
flavorings           33.3333333333 
actresses            37.5 
reorganizations      7.14285714286 
Handstands           50.0 
mounds               11.1111111111 
bands                20.0 
breaks               3.0303030303 
racketeers           60.0 
burns                34.2105263158 
atmospheres          5.95238095238 
mansions             36.3636363636 
Finns                50.0 
offices              15.3543307087 
silicates            50.0 
incumbents           20.0 
frustrations         28.5714285714 
chests               7.01754385965 
clucks               20.0 
meters               64.7058823529 
pulls                1.66666666667 
precautions          46.6666666667 
contests             25.0 
companions           29.6296296296 
totals               1.39534883721 
loins                66.6666666667 
eluates              50.0 
firecrackers         66.6666666667 
Theories             0.787401574803 
lamps                25.0 
watchings            1.2987012987 
inflections          57.1428571429 
attacks              13.9344262295 
hutments             50.0 
catkins              71.4285714286 
Converts             7.69230769231 
efforts              46.2962962963 
Birds                6.06060606061 
dials                50.0 
preambles            25.0 
laborers             50.0 
accomplishments      58.8235294118 
bats                 20.8333333333 
rounds               15.6626506024 
buffoons             50.0 
attainments          10.0 
lags                 33.3333333333 
crews                5.26315789474 
head                 0.236406619385 
steers               10.0 
differences          34.375 
portions             15.0684931507 
driers               50.0 
bids                 16.0 
clubs                21.5909090909 
furs                 29.4117647059 
hams                 5.26315789474 
advancements         10.0 
suspicions           20.5882352941 
escutcheons          33.3333333333 
propagandists        57.1428571429 
commercials          14.0845070423 
papers               24.2574257426 
squeals              50.0 
Blueprints           33.3333333333 
Relishes             11.1111111111 
waterways            50.0 
gallants             16.6666666667 
trailers             52.1739130435 
blokes               50.0 
Costs                1.68776371308 
ridges               25.0 
Americas             0.826446280992 
sacks                14.2857142857 
nuclei               54.1666666667 
effluents            5.26315789474 
stacks               10.0 
forgeries            50.0 
neighbors            74.0740740741 
logarithms           50.0 
winnings             8.82352941176 
regulars             5.95238095238 
alternatives         33.3333333333 
leads                1.24223602484 
extremities          20.0 
essentials           2.43902439024 
Jeroboams            50.0 
determinations       5.0 
lapels               66.6666666667 
furrows              16.6666666667 
Rheumatics           33.3333333333 
shibboleths          33.3333333333 
frequencies          58.4905660377 
bluffs               33.3333333333 
sponsors             25.0 
Tsunami              11.1111111111 
tanks                58.6206896552 
partitions           14.2857142857 
Methuselahs          50.0 
clouds               55.0 
couches              7.69230769231 
posts                26.5060240964 
standards            43.1137724551 
intangibles          25.0 
Accounts             1.6 
tenths               16.6666666667 
says                 0.143061516452 
bales                33.3333333333 
drinks               17.6470588235 
guards               35.1851851852 
stands               7.58293838863 
sarcasms             50.0 
manikins             50.0 
Chairs               1.53846153846 
Hurts                2.43902439024 
postulates           25.0 
prescriptions        28.5714285714 
partners             33.3333333333 
hairs                7.5 
meteorites           53.8461538462 
groups               24.5059288538 
pearls               28.5714285714 
weirs                33.3333333333 
stomachs             7.5 
fetes                50.0 
lowers               0.833333333333 
shootings            2.08333333333 
somersaults          50.0 
morals               4.1095890411 
soybeans             50.0 
threes               0.507614213198 
Unions               1.26582278481 
antagonists          57.1428571429 
bulbs                30.0 
Differences          0.675675675676 
sports               70.9677419355 
wrongs               3.78787878788 
handles              4.7619047619 
criteria             55.0 
Designers            10.0 
Elizabethans         22.2222222222 
diagrams             44.4444444444 
chapels              16.6666666667 
lawns                26.3157894737 
sessions             24.5098039216 
suggestions          38.8888888889 
aerosols             30.0 
beers                2.77777777778 
shafts               15.3846153846 
cases                29.0 
insights             42.1052631579 
sheds                6.66666666667 
thousands            31.654676259 
districts            31.25 
Areas                0.313479623824 
amazons              33.3333333333 
newsletters          20.0 
millionaires         33.3333333333 
quacks               47.0588235294 
requirements         74.2857142857 
broncs               25.0 
infringements        12.5 
subsidiaries         25.0 
redwoods             50.0 
skates               50.0 
crashes              4.7619047619 
rites                57.1428571429 
motorists            66.6666666667 
bonfires             25.0 
representations      35.7142857143 
gorges               50.0 
syndicates           16.6666666667 
branches             51.5625 
infidels             50.0 
Trinitarians         50.0 
subsections          18.75 
constituents         66.6666666667 
accolades            33.3333333333 
motions              23.6111111111 
chips                10.5263157895 
coordinates          31.25 
offers               0.806451612903 
tangos               33.3333333333 
Factories            3.84615384615 
eccentricities       20.0 
homosexuals          60.0 
superlatives         33.3333333333 
blueprints           33.3333333333 
Clams                25.0 
corners              13.7404580153 
sensibilities        42.8571428571 
possibilities        32.5581395349 
picnics              16.6666666667 
Heels                10.0 
eighties             8.33333333333 
trunks               38.4615384615 
Abstractions         7.14285714286 
busts                33.3333333333 
gaps                 15.3846153846 
dramatists           33.3333333333 
factors              58.7209302326 
tensions             24.6575342466 
equines              50.0 
committeemen         50.0 
Currys               33.3333333333 
cloves               66.6666666667 
bolts                9.09090909091 
waterfalls           33.3333333333 
blizzards            12.5 
proponents           66.6666666667 
Musicians            4.16666666667 
bumblebees           80.0 
commonwealths        33.3333333333 
dispatches           27.2727272727 
explorers            50.0 
roosters             40.0 
calories             87.5 
gusts                60.0 
butterflies          33.3333333333 
outbreaks            60.0 
mortars              9.09090909091 
teammates            50.0 
buzzes               13.3333333333 
parasols             40.0 
commissioners        64.7058823529 
Stars                5.88235294118 
surfactants          66.6666666667 
ethics               41.1764705882 
millions             19.3675889328 
surveys              23.8095238095 
persuasions          10.0 
renderings           8.33333333333 
returns              9.66183574879 
Data                 5.06329113924 
tempers              14.2857142857 
releases             13.6363636364 
cops                 54.8387096774 
watersheds           57.1428571429 
sera                 51.3513513514 
cards                55.1724137931 
marines              19.2307692308 
rustlers             25.0 
Congratulations      66.6666666667 
mates                32.2580645161 
Fools                2.63157894737 
subsystems           81.8181818182 
ideas                41.9452887538 
sciences             20.7142857143 
Bastards             14.2857142857 
Sauternes            50.0 
primaries            2.08333333333 
hooves               66.6666666667 
bottlenecks          33.3333333333 
Dealers              4.16666666667 
invasions            37.5 
inks                 14.2857142857 
falls                2.5 
insets               50.0 
visitors             72.3404255319 
probes               33.3333333333 
pencils              10.5263157895 
Mussolinis           50.0 
pores                60.0 
peptides             50.0 
Beadles              20.0 
workshops            21.7391304348 
spaces               5.94594594595 
Publishers           10.0 
uncles               11.1111111111 
boilers              33.3333333333 
indulgences          20.0 
radiations           3.0612244898 
clerks               12.8205128205 
cylinders            28.0 
primates             50.0 
Discoveries          2.85714285714 
floods               26.0869565217 
dramas               12.2448979592 
versions             16.0714285714 
jokes                23.3333333333 
clowns               40.0 
microphones          50.0 
Forces               0.490196078431 
labors               0.806451612903 
connections          17.0731707317 
apologies            60.0 
Bits                 0.980392156863 
surfaces             12.2807017544 
farmers              53.0612244898 
ways                 12.3772102161 
commitments          53.5714285714 
inhibitors           50.0 
weapons              59.2233009709 
charters             13.0434782609 
lashings             33.3333333333 
sirens               66.6666666667 
communicators        25.0 
synthetics           9.09090909091 
receivers            27.7777777778 
inclusions           40.0 
cities               28.8043478261 
Songs                1.69491525424 
missions             18.9873417722 
successes            18.75 
cafes                21.0526315789 
Replies              2.43902439024 
designations         20.0 
bunks                47.0588235294 
bricks               21.7391304348 
squads               11.1111111111 
Sciences             0.892857142857 
assertions           30.0 
hunches              12.5 
Events               1.21951219512 
troupes              25.0 
yeasts               25.0 
coups                50.0 
lucks                2.08333333333 
confessions          5.88235294118 
interpretations      19.0476190476 
champions            28.5714285714 
Laws                 0.357142857143 
rhymes               25.0 
Colors               1.41843971631 
infantrymen          33.3333333333 
shops                22.2222222222 
hunts                8.33333333333 
slippers             70.0 
punches              16.6666666667 
compensations        15.0 
candies              11.7647058824 
yachtsmen            50.0 
couples              9.62962962963 
converts             25.0 
minds                14.6981627297 
revolutions          14.2857142857 
middles              1.06382978723 
shifts               26.3157894737 
bows                 11.7647058824 
events               55.0 
booths               30.0 
disadvantages        63.6363636364 
barges               30.0 
drives               1.0 
producers            46.6666666667 
persons              40.7665505226 
conductors           4.0 
implements           50.0 
breakdowns           18.75 
gibes                50.0 
modes                28.5714285714 
flakes               80.0 
components           68.3544303797 
sculptors            14.2857142857 
bodies               18.75 
captures             5.26315789474 
actions              18.8202247191 
idols                14.2857142857 
guides               11.6279069767 
assemblages          25.0 
liters               50.0 
poises               25.0 
ditties              75.0 
samples              31.25 
Scores               2.94117647059 
styles               14.6551724138 
kills                2.81690140845 
undergraduates       42.1052631579 
schedules            21.7391304348 
kilowatts            50.0 
globes               7.69230769231 
buddies              29.4117647059 
gyms                 50.0 
clays                1.04166666667 
Switches             2.27272727273 
footballs            3.33333333333 
donations            50.0 
eliminations         10.0 
snatches             28.5714285714 
burdens              13.7254901961 
cowboys              20.0 
adjuncts             14.2857142857 
teachings            8.69565217391 
suppers              3.0303030303 
stops                3.93700787402 
fables               50.0 
nails                73.6842105263 
provinces            39.1304347826 
pastors              26.0869565217 
anatomicals          10.0 
lifeboats            25.0 
stereotypes          14.2857142857 
beaches              29.1666666667 
fillings             8.10810810811 
Snakes               6.66666666667 
reprisals            25.0 
creepers             66.6666666667 
concentrations       16.3636363636 
annoyances           10.0 
ladies               35.5263157895 
nods                 8.33333333333 
curses               21.4285714286 
instruments          36.231884058 
clams                25.0 
accounts             17.4496644295 
buds                 35.7142857143 
boatloads            50.0 
calamities           33.3333333333 
refinements          50.0 
hazards              42.8571428571 
junctures            33.3333333333 
whiplashes           50.0 
cultures             16.4179104478 
municipalities       90.0 
kittens              50.0 
fundamentals         9.25925925926 
burrs                20.0 
mortals              9.09090909091 
artisans             33.3333333333 
mm.                  40.0 
flats                2.94117647059 
shims                50.0 
Enemies              1.12359550562 
castles              33.3333333333 
contributors         75.0 
banshees             66.6666666667 
orchards             62.5 
blues                10.6194690265 
swords               40.0 
roses                7.69230769231 
announcements        20.0 
conspiracies         8.33333333333 
lovers               33.3333333333 
bullets              42.2222222222 
sociologists         33.3333333333 
stocks               10.1910828025 
finals               1.2987012987 
assassins            14.2857142857 
calls                8.73015873016 
directors            19.1489361702 
transports           18.1818181818 
sluggers             33.3333333333 
seals                14.2857142857 
Parents              36.3636363636 
barons               33.3333333333 
piazzas              6.66666666667 
safeties             2.12765957447 
opportunities        28.5714285714 
Boils                7.14285714286 
Porters              5.88235294118 
Christians           11.8055555556 
positivists          30.0 
activities           48.4162895928 
oxides               25.0 
sons                 11.320754717 
bubbles              50.0 
soles                62.5 
regiments            8.69565217391 
contexts             5.55555555556 
Carriages            8.33333333333 
liars                25.0 
attentions           0.555555555556 
rats                 33.3333333333 
reins                75.0 
breakers             50.0 
musts                0.0996015936255 
ticks                40.0 
attitudes            31.3725490196 
fathoms              25.0 
guns                 25.0 
compresses           40.0 
toes                 67.8571428571 
prognoses            33.3333333333 
tags                 16.6666666667 
directions           15.3846153846 
equations            21.4285714286 
briefs               1.38888888889 
deities              66.6666666667 
supplements          30.7692307692 
outposts             25.0 
Congolese            44.4444444444 
options              16.6666666667 
members              69.9774266366 
Things               1.51057401813 
screens              17.5438596491 
texts                4.83870967742 
appliances           61.5384615385 
feedings             4.0 
coatings             25.0 
potboilers           33.3333333333 
jurors               50.0 
orthophosphates      50.0 
toughs               7.89473684211 
markets              16.5680473373 
Sicilians            40.0 
horses               37.7777777778 
newlyweds            66.6666666667 
Newspapers           1.53846153846 
owners               50.0 
draughts             50.0 
soloists             35.7142857143 
confessionals        33.3333333333 
debates              15.7894736842 
policemen            43.75 
protons              40.0 
irritations          30.0 
Finalists            50.0 
wrestles             33.3333333333 
joints               27.2727272727 
epics                10.0 
duets                50.0 
appointees           71.4285714286 
disclosures          66.6666666667 
afflictions          50.0 
offspring            28.5714285714 
chores               69.5652173913 
influences           6.99300699301 
motels               26.9230769231 
weaknesses           11.5384615385 
orbits               36.0 
mountings            9.09090909091 
queries              75.0 
ballads              50.0 
cults                26.6666666667 
automobiles          36.9230769231 
cooperatives         15.0 
interpolations       50.0 
Democrats            75.0 
climaxes             6.66666666667 
rentals              12.5 
outrages             42.8571428571 
quarrels             12.5 
Supplies             0.917431192661 
inquiries            50.0 
chants               60.0 
catchers             5.88235294118 
clashes              28.5714285714 
parts                18.5567010309 
filberts             66.6666666667 
communities          15.8914728682 
instructions         51.8518518519 
nephews              35.7142857143 
Masons               11.5384615385 
Danes                66.6666666667 
cobblestones         50.0 
athletics            33.3333333333 
pirates              66.6666666667 
coolnesses           16.6666666667 
theologians          64.2857142857 
lionesses            25.0 
insignificances      50.0 
diaphragms           12.5 
roofs                7.93650793651 
tractors             23.3333333333 
Deans                2.7027027027 
bushes               39.1304347826 
echelons             33.3333333333 
People               93.1034482759 
Polyphosphates       50.0 
hydrides             60.0 
feet                 80.6267806268 
defects              81.25 
fees                 61.9047619048 
hollows              7.69230769231 
soaps                12.5 
passes               40.7407407407 
touchstones          50.0 
rookies              33.3333333333 
Models               1.61290322581 
interviews           34.0 
coasts               15.7894736842 
rails                36.0 
inhibitions          33.3333333333 
polybutenes          50.0 
finances             18.1818181818 
temptations          33.3333333333 
attendants           36.8421052632 
pains                12.8712871287 
Companies            0.456621004566 
treasures            66.6666666667 
$5                   85.7142857143 
$2                   87.5 
$3                   66.6666666667 
$1                   35.7142857143 
Magnums              38.4615384615 
aims                 24.5283018868 
gassings             50.0 
risks                7.01754385965 
tongues              10.2564102564 
liabilities          12.5 
uniforms             21.5384615385 
skyscrapers          33.3333333333 
gals                 40.0 
imports              43.75 
booklets             66.6666666667 
Linguists            10.0 
rugs                 23.5294117647 
nights               7.19257540603 
imitations           11.5384615385 
sandwiches           28.5714285714 
Germans              26.4705882353 
broadcastings        28.5714285714 
warnings             17.6470588235 
measures             33.0882352941 
screenings           20.0 
architects           29.6296296296 
revivals             38.4615384615 
seasons              13.9344262295 
farmhouses           11.1111111111 
dealers              55.7692307692 
windows              30.8139534884 
institutions         71.6417910448 
stones               19.0476190476 
Gables               33.3333333333 
journeys             7.40740740741 
pennies              16.6666666667 
laments              66.6666666667 
howls                33.3333333333 
deserts              14.2857142857 
gains                16.2790697674 
meditations          50.0 
furnaces             8.33333333333 
Recommendations      4.0 
beards               16.6666666667 
Institutions         2.5641025641 
grievances           50.0 
Protests             7.14285714286 
medicines            16.6666666667 
marinas              37.5 
cartoons             62.5 
Networks             3.22580645161 
ballerinas           50.0 
bars                 32.4074074074 
Plays                0.429184549356 
declines             5.40540540541 
reverberations       50.0 
chambers             19.512195122 
romances             7.14285714286 
threats              25.9259259259 
freshmen             27.2727272727 
libraries            36.8421052632 
unions               26.4150943396 
playmates            50.0 
obscenities          66.6666666667 
leavings             1.12359550562 
franchises           16.6666666667 
paradigms            14.2857142857 
riddles              66.6666666667 
sluices              50.0 
operas               6.66666666667 
flies                16.2790697674 
ranchers             33.3333333333 
reasons              29.1176470588 
slots                40.0 
incomes              1.04166666667 
Bunks                5.26315789474 
steeples             30.7692307692 
tangents             18.75 
Pecks                16.6666666667 
brokers              80.0 
orchestras           9.09090909091 
swellings            16.6666666667 
notables             9.09090909091 
plants               32.5842696629 
workmen              85.7142857143 
luncheons            8.0 
Sales                12.0 
fingerings           50.0 
illuminations        10.0 
mythologies          40.0 
parachutes           50.0 
bachelors            50.0 
intercepts           14.2857142857 
engineers            42.8571428571 
lodges               13.3333333333 
alliances            6.66666666667 
currents             8.18181818182 
chestnuts            50.0 
lengths              16.7883211679 
nightingales         25.0 
ideologies           18.75 
peoples              94.7368421053 
bangs                23.0769230769 
daughters            16.4705882353 
Labans               20.0 
flows                1.3698630137 
holidays             38.4615384615 
essences             11.7647058824 
liquids              11.320754717 
contractors          25.0 
Newspapermen         14.2857142857 
chickens             26.0869565217 
solids               14.606741573 
Reinforcements       33.3333333333 
Examples             1.03806228374 
bureaucracies        30.0 
abilities            14.9425287356 
pigeons              33.3333333333 
Measurements         13.8888888889 
intervals            58.1395348837 
questions            34.3832020997 
Orioles              66.6666666667 
gems                 33.3333333333 
tables               20.4301075269 
illusions            14.2857142857 
advisers             66.6666666667 
workers              72.7272727273 
Hands                0.235849056604 
violations           15.0 
shovels              37.5 
associations         36.9863013699 
customers            60.6557377049 
constitutions        8.33333333333 
spires               37.5 
moods                16.6666666667 
modifications        55.5555555556 
polymers             75.0 
capitals             4.7619047619 
phosphors            7.14285714286 
shapes               21.6216216216 
chin-ups             33.3333333333 
alignments           20.0 
engravings           33.3333333333 
Evenings             0.77519379845 
billets              50.0 
ballets              9.375 
grenades             66.6666666667 
sauces               21.7391304348 
aptitudes            25.0 
gangsters            66.6666666667 
pros                 13.3333333333 
Foods                1.43884892086 
orthodontists        25.0 
fragments            62.5 
casks                50.0 
jumps                3.84615384615 
Times                0.126984126984 
Proponents           50.0 
wherefores           25.0 
violins              9.09090909091 
puddles              66.6666666667 
herons               66.6666666667 
fleets               6.66666666667 
blouses              50.0 
upshots              50.0 
tappets              44.4444444444 
shawls               40.0 
inventories          35.4838709677 
stitches             57.1428571429 
diameters            8.51063829787 
rows                 32.0 
vendors              66.6666666667 
sections             31.3725490196 
oilseeds             80.0 
files                13.7931034483 
mountains            56.6666666667 
Animals              5.55555555556 
monomers             33.3333333333 
mosquitoes           50.0 
shutters             50.0 
groupings            69.2307692308 
drinkers             40.0 
declarations         20.0 
strands              30.0 
shortcuts            50.0 
Saxons               50.0 
Discounts            7.69230769231 
associates           40.0 
reservoirs           23.0769230769 
Anglo-Saxons         4.54545454545 
Coolers              7.69230769231 
independents         1.47058823529 
rains                5.47945205479 
backs                1.23456790123 
outputs              10.2564102564 
Stearns              66.6666666667 
problems             43.6131386861 
breasts              45.0 
wickets              50.0 
shunts               83.3333333333 
posters              57.1428571429 
potters              66.6666666667 
departments          28.4090909091 
weights              9.80392156863 
buffalo              7.69230769231 
hooks                28.5714285714 
mines                26.582278481 
Asses                14.2857142857 
winds                20.0 
contributions        43.75 
cupboards            50.0 
graybeards           50.0 
fortresses           28.5714285714 
languages            26.7123287671 
fences               34.7826086957 
waiters              33.3333333333 
Superintendents      7.14285714286 
bibles               2.12765957447 
bedrooms             7.14285714286 
wishes               8.20895522388 
gins                 5.55555555556 
notes                27.9329608939 
Feelings             0.578034682081 
deals                0.684931506849 
melodies             33.3333333333 
snails               50.0 
pleas                8.33333333333 
plows                21.4285714286 
Harrows              33.3333333333 
goodies              33.3333333333 
folds                30.0 
Vegetables           9.09090909091 
clarets              20.0 
retirements          4.0 
growers              75.0 
makers               60.0 
universities         25.0 
gainers              50.0 
Responses            1.28205128205 
Governors            2.38095238095 
sables               33.3333333333 
Regulations          11.1111111111 
desires              19.4174757282 
sinuses              50.0 
Dictionaries         1.78571428571 
wraps                28.5714285714 
Moments              0.408163265306 
shades               28.9473684211 
shavings             14.2857142857 
helpers              25.0 
spices               42.8571428571 
continuities         7.40740740741 
distresses           6.25 
reds                 1.35135135135 
examinations         22.2222222222 
lounges              14.2857142857 
scales               6.89655172414 
Ships                2.38095238095 
messengers           11.1111111111 
columnists           33.3333333333 
freedoms             2.4 
pauses               4.34782608696 
eagles               20.0 
freezers             50.0 
auxiliaries          14.2857142857 
Travellers           25.0 
Selections           2.5 
antennae             18.75 
Trains               1.25 
antennas             7.14285714286 
women                45.4773869347 
do-gooders           50.0 
gyros                16.1290322581 
cubists              33.3333333333 
napkins              50.0 
columns              34.4444444444 
distractions         25.0 
immediacies          11.1111111111 
forays               50.0 
assumptions          36.6666666667 
onions               21.0526315789 
Shipments            33.3333333333 
summers              6.75675675676 
galls                12.5 
cliches              45.4545454545 
sidewalks            20.0 
struggles            3.07692307692 
traders              80.6451612903 
actualities          20.0 
Doubts               0.877192982456 
modulations          20.0 
puppets              45.4545454545 
masks                25.0 
Terms                3.57142857143 
hymens               7.14285714286 
polarities           16.6666666667 
majorities           5.0 
Letters              2.7397260274 
sculptures           38.8888888889 
straps               50.0 
Texts                1.66666666667 
gardenias            50.0 
spreads              1.08695652174 
beauties             6.84931506849 
unfortunates         4.34782608696 
accretions           40.0 
celebrations         12.5 
looks                1.68421052632 
boosts               6.25 
terriers             20.0 
ships                33.3333333333 
inconsistencies      50.0 
clusters             27.7777777778 
crowds               16.1290322581 
pecans               50.0 
flotillas            50.0 
oranges              14.2857142857 
satellites           46.1538461538 
affections           18.1818181818 
sinners              50.0 
landings             7.40740740741 
articles             38.961038961 
drummers             33.3333333333 
strays               33.3333333333 
rockets              65.0 
hosses               50.0 
bills                25.1396648045 
Arts                 0.520833333333 
lobbies              5.0 
completions          7.69230769231 
Auditors             50.0 
stewardesses         33.3333333333 
ambassadors          40.0 
respects             13.0136986301 
belles               50.0 
grits                50.0 
bull's-eyes          37.5 
supports             3.125 
adhesives            25.0 
allocations          11.1111111111 
vacations            12.962962963 
conflicts            13.3333333333 
miscellanies         50.0 
franks               9.45945945946 
compositions         28.5714285714 
dormitories          66.6666666667 
barns                12.1212121212 
phrases              34.6153846154 
latitudes            16.6666666667 
footnotes            40.0 
precepts             75.0 
timbers              20.8333333333 
realtors             77.7777777778 
homers               16.6666666667 
stockholders         92.8571428571 
umbrellas            27.2727272727 
retreats             6.66666666667 
Increases            0.446428571429 
rigs                 44.4444444444 
expressionists       50.0 
x-rays               15.3846153846 
musings              50.0 
slides               20.0 
notices              13.2352941176 
regards              2.08333333333 
mules                42.8571428571 
hearings             9.63855421687 
presumptions         25.0 
gages                33.3333333333 
vocabularies         14.2857142857 
Sirs                 1.05263157895 
patients             28.9256198347 
Italians             14.0 
Invitations          5.26315789474 
tracts               25.0 
violets              22.2222222222 
teenagers            71.4285714286 
pupils               57.1428571429 
allergies            50.0 
dilemmas             7.40740740741 
divers               50.0 
accountants          33.3333333333 
agglutinins          25.0 
fountains            25.0 
Panels               3.125 
spirits              20.5882352941 
administrators       26.3157894737 
dens                 33.3333333333 
flappers             50.0 
Actions              0.344827586207 
rejections           8.33333333333 
inspirations         10.0 
insulators           50.0 
courts               27.5 
embassies            43.75 
chances              15.5844155844 
chapters             24.0 
demons               60.0 
old-timers           33.3333333333 
mugs                 66.6666666667 
fraternities         14.2857142857 
Measures             1.08695652174 
candidates           52.7777777778 
plazas               50.0 
wrestlings           50.0 
monuments            30.7692307692 
canyons              25.0 
burglars             66.6666666667 
ones                 3.33924349882 
words                50.4708097928 
Plastics             6.25 
belts                20.0 
monsters             37.5 
Ambushes             12.5 
Experts              9.09090909091 
tablets              25.0 
generations          30.2631578947 
conversions          23.0769230769 
rafts                25.0 
doormen              42.8571428571 
merits               26.8292682927 
gutters              66.6666666667 
Huntingtons          50.0 
droughts             28.5714285714 
proteases            80.0 
rulers               72.7272727273 
fifties              9.33333333333 
cinders              50.0 
boughs               66.6666666667 
chairmen             15.7894736842 
publishers           50.0 
analogues            50.0 
beverages            37.5 
agencies             55.9633027523 
huts                 31.5789473684 
infants              21.4285714286 
launderings          12.5 
Gospels              26.6666666667 
fervors              20.0 
epidemics            15.3846153846 
conquerors           66.6666666667 
grounds              22.5941422594 
Brakes               50.0 
screeches            50.0 
curls                33.3333333333 
environments         8.51063829787 
Thieves              11.1111111111 
symphonies           23.0769230769 
sequences            14.6341463415 
incidentals          16.6666666667 
trays                14.2857142857 
cavities             7.69230769231 
Refugees             12.5 
hunters              29.4117647059 
charts               32.0 
lettermen            50.0 
agreements           15.9574468085 
ghettos              31.25 
remedies             31.5789473684 
urns                 50.0 
injustices           5.88235294118 
dressers             66.6666666667 
